"Bldg No","Building Name","Func Code","Total GSF","Unit Cost $/GSF","Bldg NASF","Efficiency %","Non-GSF","State NASF","AAG_NASF","Year Const","Year Ren","Year Aqud","Replacement Value","Auxil Value","Value Rvsd as of","FQI","Elig for Cap","Renovation Cost","Auxil Reno$","Codes Own","Status","A110","A210","A220","A250","A310","A410","A420","A440","A510","A520","A523","A530","A540","A550","A560","A570","A580","A610","A620","A630","A640","A650","A660","A670","A680","A710","A720","A730","A740","A750","A760","A770","A800","A900","A050_070","A050","A060","A070","A090","A050_900","bldg_nasf","A010","A020","A030","A040","A010_030","NUSF","EFFIC_NUSF"
"=TEXT(741,""000"")","WYE BARN 3","7","3,768","112","2,887","77",,,,"1998",,,"$420,210","$0","1994","25","0.25","$105,052","$0","UM","1",,,,,,,,,,,,,,,,"2887.11",,,,,,,,,,,,,,,,,,,,,,,,"2887.11","2,887",,,,,,"2887.11","77"
"=TEXT(742,""000"")","WYE BARN 4","7","4,608","112","4,322","94",,,,"1935",,,"$513,887","$0","1994","73","0.73","$375,137","$0","UM","1",,,,,,,,,,,,,,,,"4321.78",,,,,,,,,,,,,,,,,,,,,,,,"4321.78","4,322",,,,,,"4321.78","94"
"=TEXT(743,""000"")","WYE BARN 5","7","9,600","112","9,388","98",,,,"2018",,,"$1,070,598","$0","1994","73","0.73","$781,536","$0","UM","1",,,,,,,,,,,,,,,"9387.56",,,,,,,,,,,,,,,,,,,,,,,,,"9387.56","9,388",,,,,,"9387.56","98"
"=TEXT(744,""000"")","WYE FEED HANDLING","7","3,213","112","3,173","99",,,,"1995",,,"$358,316","$0","1994","50","0.5","$179,158","$0","UM","1",,,,,,,,,,,,,,,"3173.34",,,,,,,,,,,,,,,,,,,,,,,,,"3173.34","3,173",,,,,,"3173.34","99"
"=TEXT(745,""000"")","WYE WATER SUPPLY","7","375","112","0","0",,,,"1934","1991",,"$41,820","$0","1994","50","0.5","$20,910","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"375",,"375","375","100"
"=TEXT(746,""000"")","WYE HERD EQUIPMENT MAINTENANCE","7","2,571","112","2,461","96",,,,"1991",,,"$286,719","$0","1994","50","0.5","$143,360","$0","UM","1",,,,,,,,,,,,,,,"1264.05",,,,,,,,,,,,"1196.53",,,,,,,,,,,,,"2460.58","2,461",,,,,,"2460.58","96"
"=TEXT(747,""000"")","WYE HERD HANDLING","7","5,178","217","4,817","93",,,,"1991",,,"$1,122,855","$0","1994","50","0.5","$561,427","$0","UM","1",,,,,"769.69",,,,,,,,,,,"4047.68",,,,,,,,,,,,,,,,,,,,,,,,"4817.37","4,817",,"124.37","67.99",,"192.36","5009.73","97"
"=TEXT(748,""000"")","WYE TENANT HOUSE","7","1,565","260","1,565","100",,,,"1860",,,"$407,236","$0","1994","73","0.73","$297,282","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1565",,,,,,"1565","1,565",,,,,,"1565","100"
"=TEXT(749,""000"")","ART HOUGHTON JR. OFFICE LAB","7","15,686","446","9,938","63",,,,"1991",,,"$6,997,245","$0","1994","50","0.5","$3,498,622","$0","UM","1",,,,"2857.99","5659.29",,,,,,,,,,,,,,,,,,,,"1161.32",,,"259.82",,,,,,,,,,,,"9938.42","9,938","12.03","2713.42","1645.81",,"4371.26","14309.68","91"
"=TEXT(750,""000"")","UPPER MARLBORO TOBACCO BARN 5","7","3,072","112","2,924","95",,,,"1954",,,"$342,591","$0","1994","73","0.73","$250,092","$0","UM","1",,,,,,,,,,,,,,,"2924.03",,,,,,,,,,,,,,,,,,,,,,,,,"2924.03","2,924",,,,,,"2924.03","95"
"=TEXT(751,""000"")","UPPER MARLBORO TOBACCO BARN 4","7","3,072","112","3,072","100",,,,"1956",,,"$342,591","$0","1994","73","0.73","$250,092","$0","UM","1",,,,,,,,,,,,,,,"3072",,,,,,,,,,,,,,,,,,,,,,,,,"3072","3,072",,,,,,"3072","100"
"=TEXT(752,""000"")","UPPER MARLBORO TOBACCO BARN 3","7","1,664","112","1,664","100",,,,"1920",,,"$185,570","$0","1994","73","0.73","$135,466","$0","UM","1",,,,,,,,,,,,,,,"1664",,,,,,,,,,,,,,,,,,,,,,,,,"1664","1,664",,,,,,"1664","100"
"=TEXT(753,""000"")","UPPER MARLBORO STRIPPING","7","2,152","112","1,961","91",,,,"1950","1983",,"$239,992","$0","1994","73","0.73","$175,194","$0","UM","1",,,,,,,,,,,,,,,"136.81",,,,,,,,,,,,"968.42","855.61",,,,,,,,,,,,"1960.84","1,961",,,,,,"1960.84","91"
"=TEXT(755,""000"")","UPPER MARLBORO TOBACCO BARN 2","7","1,152","112","1,152","100",,,,"1951",,,"$128,472","$0","1994","73","0.73","$93,784","$0","UM","1",,,,,,,,,,,,,,,"1152",,,,,,,,,,,,,,,,,,,,,,,,,"1152","1,152",,,,,,"1152","100"
"=TEXT(756,""000"")","UPPER MARLBORO CISTERN & WELL","7","329","112","0","0",,,,"1952",,,"$36,690","$0","1994","73","0.73","$26,784","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"329",,"329","329","100"
"=TEXT(757,""000"")","UPPER MARLBORO BARN & ANNEX","7","2,704","112","2,633","97",,,,"1920",,,"$301,552","$0","1994","73","0.73","$220,133","$0","UM","1",,,,,,,,,,,,,,,"2632.63",,,,,,,,,,,,,,,,,,,,,,,,,"2632.63","2,633",,,,,,"2632.63","97"
"=TEXT(758,""000"")","UPPER MARLBORO STORAGE 1","7","312","112","312","100",,,,"1920",,,"$34,794","$0","1994","73","0.73","$25,400","$0","UM","1",,,,,,,,,,,,,,,"312",,,,,,,,,,,,,,,,,,,,,,,,,"312","312",,,,,,"312","100"
"=TEXT(759,""000"")","UPPER MARLBORO EQUIP MAINTENANCE","7","4,340","273","4,340","100",,,,"1994",,,"$1,183,110","$0","1994","50","0.5","$591,555","$0","UM","1",,,,,,,,,,,,,,,"4340",,,,,,,,,,,,,,,,,,,,,,,,,"4340","4,340",,,,,,"4340","100"
"=TEXT(760,""000"")","UPPER MARLBORO AG CHEMICAL STORAGE","7","1,260","112","1,172","93",,,,"1996",,,"$140,516","$0","1994","25","0.25","$35,129","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1172",,,,,,,,,,,,"1172","1,172",,,,,,"1172","93"
"=TEXT(761,""000"")","UPPER MARLBORO RESIDENCE 2","7","1,574","260","1,400","89",,,,"1950",,,"$409,578","$0","1994","73","0.73","$298,992","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400",,,,,,"1400","1,400",,,,,,"1400","89"
"=TEXT(762,""000"")","UPPER MARLBORO RESIDENCE 1","7","1,574","260","1,400","89",,,,"1951",,,"$409,578","$0","1994","73","0.73","$298,992","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400",,,,,,"1400","1,400",,,,,,"1400","89"
"=TEXT(763,""000"")","UPPER MARLBORO CURING SHED","7","2,450","112","2,450","100",,,,"1970",,,"$273,225","$0","1994","73","0.73","$199,455","$0","UM","1",,,,,,,,,,,,,,,"2450",,,,,,,,,,,,,,,,,,,,,,,,,"2450","2,450",,,,,,"2450","100"
"=TEXT(764,""000"")","UPPER MARLBORO OFFICE LAB","7","2,325","446","1,632","70","151","106.6",,"1985",,,"$1,037,289","$67,770","1994","73","0.73","$757,221","$49,472","UM","1",,,,"132.44","1160.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"338.75","338.75",,,,"1631.62","1,632","3.94","330.24","77.19",,"411.37","2042.99","88"
"=TEXT(765,""000"")","UPPER MARLBORO AG ENGR","7","1,560","112","1,560","100",,,,"1978",,,"$173,972","$0","1994","73","0.73","$127,000","$0","UM","1",,,,,,,,,,,,,,,"1560",,,,,,,,,,,,,,,,,,,,,,,,,"1560","1,560",,,,,,"1560","100"
"=TEXT(767,""000"")","UPPER MARLBORO TOBACCO BARN 1","7","950","112","950","100",,,,"1950",,,"$105,945","$0","1994","73","0.73","$77,340","$0","UM","1",,,,,,,,,,,,,,,"950",,,,,,,,,,,,,,,,,,,,,,,,,"950","950",,,,,,"950","100"
"=TEXT(768,""000"")","UPPER MARLBORO STORAGE 2","7","1,154","112","1,154","100",,,,"1953",,,"$128,695","$0","1994","73","0.73","$93,947","$0","UM","1",,,,,,,,,,,,,,,"1154",,,,,,,,,,,,,,,,,,,,,,,,,"1154","1,154",,,,,,"1154","100"
"=TEXT(769,""000"")","UPPER MARLBORO STORAGE 3","7","1,522","112","1,522","100",,,,"1967",,,"$169,734","$0","1994","73","0.73","$123,906","$0","UM","1",,,,,,,,,,,,,,,"1522",,,,,,,,,,,,,,,,,,,,,,,,,"1522","1,522",,,,,,"1522","100"
"=TEXT(770,""000"")","UPPER MARLBORO STORAGE 4","7","556","112","556","100",,,,"1970",,,"$62,005","$0","1994","73","0.73","$45,264","$0","UM","1",,,,,,,,,,,,,,,"556",,,,,,,,,,,,,,,,,,,,,,,,,"556","556",,,,,,"556","100"
"=TEXT(772,""000"")","UPPER MARLBORO FEED MIXING/STORAGE","7","3,200","217","3,200","100",,,,"1996",,,"$693,906","$0","1994","25","0.25","$173,477","$0","UM","1",,,,"550","1050",,,,,,,,,,"1600",,,,,,,,,,,,,,,,,,,,,,,,,"3200","3,200",,,,,,"3200","100"
"=TEXT(773,""000"")","UPPER MARLBORO POULTRY BLDG A","7","3,800","217","3,800","100",,,,"1996",,,"$824,013","$0","1994","25","0.25","$206,003","$0","UM","1",,,,,,,,,,,,,,,,"3800",,,,,,,,,,,,,,,,,,,,,,,,"3800","3,800",,,,,,"3800","100"
"=TEXT(774,""000"")","UPPER MARLBORO POULTRY BLDG B","7","3,350","217","3,350","100",,,,"1996",,,"$726,433","$0","1994","25","0.25","$181,608","$0","UM","1",,,,,,,,,,,,,,,,"3350",,,,,,,,,,,,,,,,,,,,,,,,"3350","3,350",,,,,,"3350","100"
"=TEXT(775,""000"")","UPPER MARLBORO STORAGE 5","7","1,792","112","1,792","100",,,,"1996",,,"$199,845","$0","1994","25","0.25","$49,961","$0","UM","1",,,,,,,,,,,,,,,"1792",,,,,,,,,,,,,,,,,,,,,,,,,"1792","1,792",,,,,,"1792","100"
"=TEXT(796,""000"")","LABORATORY FOR PHYSICAL SCIENCES","7","68,301","743","46,526","68",,,,"1992",,,"$50,780,061","$0","1994","50","0.5","$25,390,030","$0","UM","1",,,,,"46526.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46526.16","46,526","75.38","14736.28","1143.38",,"15955.04","62481.2","91"
"=TEXT(802,""000"")","COLLEGE PARK FIRE STATION","7","22,873","533","15,076","66","142","93.81",,"1994",,,"$12,187,197","$75,836","1994","50","0.5","$6,093,598","$37,918","UM","1",,,,,"8975.35",,,,,,,,,,,,,,,"93.81",,"329.24",,,,,,,"5677.19",,,,,,,,,,,"15075.59","15,076","33","3268.31","800.63",,"4101.94","19177.53","84"
"=TEXT(807,""000"")","RESEARCH PARK BUILDING 1","7","130,308","712","109,418","84",,,,"1984",,"2002","$92,843,508","$0","1994","73","0.73","$67,775,761","$0","UM","1",,,,,"109418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109418","109,418",,,,,,"109418","84"
"=TEXT(821,""000"")","MFRI OFFICE/CLASSROOM BUILDING (LA PLATA)","7","9,801","657","7,242","74",,,,"2001",,,"$6,436,753","$0","1994","10","0.1","$643,675","$0","UM","1",,,"4581.36",,"1854.74",,,,,,,,,,,,,,,,,,,,,,"806",,,,,,,,,,,,,"7242.1","7,242","36","941.79","709.33",,"1687.12","8929.22","91"
"=TEXT(822,""000"")","MFRI STRUCTURAL FIREFIGHTING BLDG (LA PLATA)","7","2,329","657","1,841","79",,,,"2001",,,"$1,529,458","$0","1994","10","0.1","$152,946","$0","UM","1",,,,,,,,,,,,,,"1840.97",,,,,,,,,,,,,,,,,,,,,,,,,,"1840.97","1,841",,,,,,"1840.97","79"
"=TEXT(823,""000"")","MFRI PUMP/STORAGE (LA PLATA)","7","800","322","692","86",,,,"2001",,,"$257,737","$0","1994","10","0.1","$25,774","$0","UM","1",,,,,,,,,,,,,,"691.61",,,,,,,,,,,,,,,,,,,,,,,,,,"691.61","692",,,,,,"691.61","86"
"=TEXT(825,""000"")","MFRI MAZE/STORAGE (LA PLATA)","7","1,152","322","1,016","88",,,,"2001",,,"$371,141","$0","1994","10","0.1","$37,114","$0","UM","1",,,,,,,,,,,,,,"1016.11",,,,,,,,,,,,,,,,,,,,,,,,,,"1016.11","1,016",,,,,,"1016.11","88"
"=TEXT(826,""000"")","MFRI OFFICE/CLASSROOM BUILDING (LES)","7","6,888","322","4,685","68",,,,"1994",,,"$2,219,124","$0","1994","50","0.5","$1,109,562","$0","UM","1",,,"3020.5",,"1664.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4684.56","4,685","18.25","340.33","345.86",,"704.44","5389","78"
"=TEXT(827,""000"")","MFRI STRUCTURAL FIREFIGHTING BLDG (LES)","7","2,329","322","1,841","79",,,,"1995",,,"$750,300","$0","1994","50","0.5","$375,150","$0","UM","1",,,,,,,,,,,,,,"1840.97",,,,,,,,,,,,,,,,,,,,,,,,,,"1840.97","1,841",,,,,,"1840.97","79"
"=TEXT(828,""000"")","MFRI PUMP/STORAGE (LOWER EASTERN SHORE)","7","1,216","322","1,075","88",,,,"2002",,,"$391,760","$0","1994","10","0.1","$39,176","$0","UM","1",,,,,,,,,,,,,,"1075.11",,,,,,,,,,,,,,,,,,,,,,,,,,"1075.11","1,075",,,,,,"1075.11","88"
"=TEXT(829,""000"")","MFRI MAZE/STORAGE (LOWER EASTERN SHORE)","7","1,800","322","1,650","92",,,,"2002",,,"$579,907","$0","1994","10","0.1","$57,991","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1650",,,,,,,,,,,,"1650","1,650",,,"80",,"80","1730","96"
"=TEXT(830,""000"")","MFRI MAZE/STORAGE (NORTHEAST)","7","1,800","322","1,650","92",,,,"2002",,,"$579,907","$0","1994","10","0.1","$57,991","$0","UM","1",,,,,,,,,,,,,,"1650.17",,,,,,,,,,,,,,,,,,,,,,,,,,"1650.17","1,650",,,"80",,"80","1730.17","96"
"=TEXT(831,""000"")","MFRI STRUCTURAL FIREFIGHTING BLD (NORTHEAST)","7","2,329","657","1,841","79",,,,"1992",,,"$1,529,458","$0","1994","50","0.5","$764,729","$0","UM","1",,,,,,,,,,,,,,"1840.97",,,,,,,,,,,,,,,,,,,,,,,,,,"1840.97","1,841",,,,,,"1840.97","79"
"=TEXT(832,""000"")","MFRI OFFICE/CLASSROOM BUILDING (NORTHEAST)","7","9,801","657","7,198","73",,,,"2011",,,"$6,436,366","$0","1994","2","0.02","$128,727","$0","UM","1",,,"4559.25",,"1835.75",,,,,,,,,,,,,,,,,,,,,,"803.4",,,,,,,,,,,,,"7198.4","7,198","36","952.54","709.34",,"1697.88","8896.28","91"
"=TEXT(833,""000"")","MFRI STORAGE BLDG (NORTHEAST)","7","867","322","826","95",,,,"1992",,,"$279,216","$0","1994","50","0.5","$139,608","$0","UM","1",,,,,,,,,,,,,,"826",,,,,,,,,,,,,,,,,,,,,,,,,,"826","826",,,,,,"826","95"
"=TEXT(834,""000"")","MFRI MAZE/STORAGE (W. MD)","7","1,800","322","1,600","89",,,,"2002",,,"$579,907","$0","1994","10","0.1","$57,991","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1600",,,,,,,,,,,,"1600","1,600",,,"80",,"80","1680","93"
"=TEXT(841,""000"")","MFRI STRUCTURAL FIREFIGHTING BLDG (W. MD)","7","2,329","657","1,841","79",,,,"1994",,,"$1,529,458","$0","1994","50","0.5","$764,729","$0","UM","1",,,,,,,,,,,,,,"1840.97",,,,,,,,,,,,,,,,,,,,,,,,,,"1840.97","1,841",,,,,,"1840.97","79"
"=TEXT(842,""000"")","MFRI OFFICE/CLASSROOM BUILDING (W. MD)","7","5,736","657","4,577","80",,,,"1994",,,"$3,767,044","$0","1994","50","0.5","$1,883,522","$0","UM","1",,,"3000.19",,"1577.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4577.32","4,577","18.25","340.33","323.55",,"682.13","5259.45","92"
"=TEXT(843,""000"")","MFRI STORAGE BLDG (W. MD)","7","413","322","361","87",,,,"1994",,,"$133,198","$0","1994","50","0.5","$66,599","$0","UM","1",,,,,,,,,,,,,,"361",,,,,,,,,,,,,,,,,,,,,,,,,,"361","361",,,,,,"361","87"
"=TEXT(844,""000"")","MFRI MECHANICAL SHED (W. MD)","7","300","322","300","100",,,,"1994",,,"$96,651","$0","1994","50","0.5","$48,326","$0","UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"300",,,,,,,,,,,,"300","300",,,,,,"300","100"
"=TEXT(845,""000"")","MFRI OFFICE/CLASSROOM BUILIDNG (UES)","7","5,910","657","4,685","79",,,,"2002",,,"$3,881,512","$0","1994","10","0.1","$388,151","$0","UM","1",,,"3020.5",,"1664.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4684.56","4,685","18.25","340.33","345.86",,"704.44","5389","91"
"=TEXT(846,""000"")","MFRI STRUCTURAL FIREFIGHTING BUILDING (UES)","7","2,329","657","1,841","79",,,,"2002",,,"$1,529,458","$0","1994","10","0.1","$152,946","$0","UM","1",,,,,,,,,,,,,,"1840.97",,,,,,,,,,,,,,,,,,,,,,,,,,"1840.97","1,841",,,,,,"1840.97","79"
"=TEXT(847,""000"")","MFRI PUMP/STORAGE (UPPER EASTERN SHORE)","7","1,216","322","1,075","88",,,,"2002",,,"$391,760","$0","1994","10","0.1","$39,176","$0","UM","1",,,,,,,,,,,,,,"1075.11",,,,,,,,,,,,,,,,,,,,,,,,,,"1075.11","1,075",,,,,,"1075.11","88"
"=TEXT(848,""000"")","MFRI MAZE/STORAGE (UPPER EASTERN SHORE)","7","1,152","322","612","53",,,,"2002",,,"$371,141","$0","1994","10","0.1","$37,114","$0","UM","1",,,,,,,,,,,,,,"612.45",,,,,,,,,,,,,,,,,,,,,,,,,,"612.45","612",,,,,,"612.45","53"
"=TEXT(850,""000"")","MFRI FORCIBLE ENTRY TRAINING BUILDING (W. MD)","7","288","322","134","46",,,,"2000",,,"$92,785","$0","1994","25","0.25","$23,196","$0","UM","1",,,,,,,,,,,,,,"133.67",,,,,,,,,,,,,,,,,,,,,,,,,,"133.67","134",,,,,,"133.67","46"
"=TEXT(900,""000"")","LEASED FACILITY 900","1","5,790",,"5,790","100","3010","3010",,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"5790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5790","5,790",,,,,,"5790","100"
"=TEXT(901,""000"")","LEASED FACILITY 901","1","20,286",,"20,286","100","20286","20286",,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"20286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20286","20,286",,,,,,"20286","100"
"=TEXT(902,""000"")","LEASED FACILITY 902","1","2,816",,"2,816","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"2816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2816","2,816",,,,,,"2816","100"
"=TEXT(903,""000"")","LEASED FACILITY 903",,"34,143",,"34,143","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"34143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34143","34,143",,,,,,"34143","100"
"=TEXT(904,""000"")","LEASED FACILITY 904",,"59,992",,"59,992","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"59992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59992","59,992",,,,,,"59992","100"
"=TEXT(905,""000"")","LEASED FACILITY 905","1","728",,"728","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"728","728",,,,,,"728","100"
"=TEXT(907,""000"")","LEASED FACILITY 907","1","3,323","0","3,323","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"3323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3323","3,323",,,,,,"3323","100"
"=TEXT(908,""000"")","LEASED FACILITY 908","7","1,392",,"1,392","100","1392","1392",,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,"1392",,,,,,,,,,,,,,,,,,,,"1392","1,392",,,,,,"1392","100"
"=TEXT(909,""000"")","LEASED FACILITY 909","6","2,770",,"2,770","100","2770","2770",,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2770",,,,,,"2770","2,770",,,,,,"2770","100"
"=TEXT(911,""000"")","LEASED FACILITY 911",,"3,027",,"3,027","100","3027","3027",,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"3027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3027","3,027",,,,,,"3027","100"
"=TEXT(913,""000"")","LEASED FACILITY 913",,"3,789","0","3,789","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"3789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3789","3,789",,,,,,"3789","100"
"=TEXT(914,""000"")","LEASED FACILITY 914",,"1,620","0","0",,,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
"=TEXT(916,""000"")","LEASED FACILITY 916","1","3,089","0","3,089","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"3089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3089","3,089",,,,,,"3089","100"
"=TEXT(917,""000"")","LEASED FACILITY 917","1","1,105","0","1,105","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"1105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1105","1,105",,,,,,"1105","100"
"=TEXT(925,""000"")","LEASED FACILITY 925","1","11,050","0","11,050","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,"6500","4550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11050","11,050",,,,,,"11050","100"
"=TEXT(926,""000"")","LEASED FACILITY 926","1","6,000","0","6,000","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,"6000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6000","6,000",,,,,,"6000","100"
"=TEXT(932,""000"")","LEASED FACILITY 932","1","1,650","0","1,650","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,"1650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1650","1,650",,,,,,"1650","100"
"=TEXT(936,""000"")","LEASED FACILITY 936","1","20,693","0","20,693","100","4093","4093",,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,"4000",,,"16693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20693","20,693",,,,,,"20693","100"
"=TEXT(940,""000"")","LEASED FACILITY 940","1","8,305","0","8,305","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"8305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8305","8,305",,,,,,"8305","100"
"=TEXT(941,""000"")","LEASED FACILITY 941","1","880","0","288","33",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,"288",,,,,,,,,,,,,,"288","288",,,,,,"288","33"
"=TEXT(943,""000"")","LEASED FACILITY 943","7","500","0","500","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500","500",,,,,,"500","100"
"=TEXT(944,""000"")","LEASED FACILITY 944","1","4,344","0","4,344","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"4344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4344","4,344",,,,,,"4344","100"
"=TEXT(948,""000"")","LEASED FACILITY 948","1","27,634","0","27,634","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"27634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27634","27,634",,,,,,"27634","100"
"=TEXT(950,""000"")","LEASED FACILITY 950","1","58,041","0","58,041","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"58041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58041","58,041",,,,,,"58041","100"
"=TEXT(951,""000"")","LEASED FACILITY 951","1","16,384","0","16,384","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"6475",,,,,,,,,,,,,,,,,,,,,"9909",,,,,,,,,,,,,,"16384","16,384",,,,,,"16384","100"
"=TEXT(952,""000"")","LEASED FACILITY 952","1","19,127","0","19,127","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1","14127",,,,"5000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19127","19,127",,,,,,"19127","100"
"=TEXT(954,""000"")","LEASED FACILITY 954","6","12,600",,"12,600","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12600",,"12600",,,"12600","12,600",,,,,,"12600","100"
"=TEXT(955,""000"")","LEASED FACILITY 955","1","2,854","0","2,854","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"2854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2854","2,854",,,,,,"2854","100"
"=TEXT(956,""000"")","LEASED FACILITY 956","6","4,900",,"4,900","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,"4900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4900","4,900",,,,,,"4900","100"
"=TEXT(957,""000"")","LEASED FACILITY 957",,"5,642",,"5,642","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5642",,,,,,"5642","5,642",,,,,,"5642","100"
"=TEXT(960,""000"")","LICENSED FACILITY 960",,"2,193",,"2,193","100",,,,,,,"$0","$0","1994",,,"$0","$0","NOT UM","1",,,,,,,,,,,,,,,,,,,,,,,,,,"2193",,,,,,,,,,,,,,"2193","2,193",,,,,,"2193","100"
"=TEXT(976,""000"")","IBBR 1","1","88,063","743","48,848","55",,,,"1989","1997",,"$65,573,560","$0","1994","25","0.25","$16,368,065","$0","OWN","1",,,,"21914.06","19331.83",,,,,,,,,,,,,"3083.32",,,,"776.74",,,"1119.82","767.36","1051.07","803.54",,,,,,,,,,,,"48847.74","48,848","195.6","15285.03","12909.08",,"28389.71","77237.45","88"
"=TEXT(977,""000"")","IBBR 2","1","142,090","712","82,964","58",,,,"2006",,,"$101,238,098","$0","1994","25","0.25","$25,309,524","$0","OWN","1",,,,"47779.21","24283.13",,,,,,,,,,,"1915.53","6293.92",,,,,,,,"1772.61","676.58",,"242.96",,,,,,,,,,,,"82963.94","82,964","288.74","21200.08","21859.65",,"43348.47","126312.41","89"
